,carat,cut,color,clarity,depth,table,price,x,y,z,volume,ratio_xy
37089,0.41,Ideal,E,SI1,62.5,57.0,969,4.79,4.74,2.98,67.65970800000001,1.010548523206751
27570,1.73,Premium,G,VVS2,62.6,55.0,18377,7.76,7.66,4.83,287.102928,1.0130548302872062
19422,1.51,Premium,H,SI2,62.8,60.0,8074,7.26,7.22,4.55,238.49825999999996,1.005540166204986
22631,1.5,Very Good,F,SI1,63.4,60.0,10684,7.2,7.27,4.59,240.25896,0.9903713892709767
21056,0.31,Ideal,F,VS2,61.9,55.0,625,4.31,4.35,2.68,50.245979999999996,0.9908045977011494
32841,0.29,Premium,E,VVS1,60.9,61.0,807,4.27,4.23,2.59,46.780839,1.0094562647754135
52731,0.74,Very Good,D,SI2,61.4,57.0,2558,5.82,5.84,3.58,121.679904,0.9965753424657535
3357,0.71,Ideal,E,VS2,61.6,56.0,3381,5.71,5.75,3.53,115.898725,0.9930434782608696
32364,0.39,Very Good,G,VS1,60.3,59.0,790,4.71,4.77,2.86,64.254762,0.9874213836477989
41228,0.43,Very Good,G,VVS1,61.3,57.0,1207,4.85,4.87,2.98,70.38611,0.9958932238193018
9121,1.0,Fair,G,VVS2,66.9,55.0,4534,6.2,6.17,4.14,158.37156,1.0048622366288493
47677,0.51,Ideal,D,VS2,62.3,55.0,1882,5.19,5.12,3.21,85.298688,1.013671875
52226,0.8,Premium,G,SI2,62.1,55.0,2484,5.96,5.9,3.68,129.40352000000001,1.0101694915254236
14100,1.0,Very Good,E,SI1,59.2,59.0,5718,6.49,6.55,3.86,164.08667,0.9908396946564886
50542,0.52,Ideal,E,VS1,61.8,56.0,2275,5.17,5.19,3.2,85.86336,0.9961464354527938
49239,0.64,Ideal,H,VVS1,61.1,55.0,2084,5.58,5.61,3.43,107.37203400000001,0.9946524064171123
47938,0.56,Ideal,E,VS2,61.5,57.0,1915,5.3,5.27,3.25,90.77574999999999,1.0056925996204935
13016,1.13,Very Good,D,SI2,62.3,60.0,5408,6.59,6.7,4.14,182.79341999999997,0.9835820895522388
35473,0.33,Premium,G,VVS2,61.5,62.0,901,4.43,4.39,2.71,52.70326699999999,1.0091116173120729
53876,1.04,Very Good,I,I1,61.6,61.0,2745,6.45,6.47,3.98,166.09136999999998,0.9969088098918084
37900,0.41,Ideal,G,VVS2,62.5,55.0,1007,4.75,4.76,2.97,67.1517,0.9978991596638656
11856,1.07,Ideal,I,VS1,62.2,58.0,5103,6.52,6.57,4.07,174.344148,0.9923896499238964
7845,0.77,Very Good,F,VVS1,61.1,57.0,4304,5.91,5.94,3.62,127.08154800000001,0.9949494949494949
14463,1.17,Ideal,F,SI1,62.2,56.0,5837,6.71,6.73,4.18,188.761694,0.9970282317979197
14977,1.1,Premium,G,VS2,60.3,57.0,6032,6.73,6.68,4.04,181.62385600000002,1.00748502994012
2072,0.9,Good,I,VS2,62.4,65.0,3107,6.12,6.09,3.81,142.00174800000002,1.0049261083743843
22344,1.24,Ideal,G,VVS2,61.4,58.0,10395,6.88,6.92,4.24,201.86470400000002,0.9942196531791907
27305,2.03,Premium,F,SI1,61.3,59.0,17803,8.15,8.22,5.02,336.30486,0.9914841849148418
9363,0.32,Premium,D,SI1,61.5,59.0,589,4.39,4.42,2.71,52.58429799999999,0.9932126696832578
11495,1.28,Good,H,SI2,63.6,56.0,5018,6.92,6.78,4.37,205.029912,1.0206489675516224
32001,0.28,Very Good,D,VVS2,62.2,52.0,777,4.21,4.25,2.63,47.057275,0.9905882352941177
18428,1.54,Premium,F,SI2,62.8,57.0,7494,7.36,7.28,4.6,246.47168,1.010989010989011
43315,0.55,Ideal,H,VS2,61.9,54.0,1402,5.25,5.28,3.26,90.3672,0.9943181818181818
36582,0.33,Ideal,G,IF,61.5,55.0,946,4.48,4.5,2.76,55.641600000000004,0.9955555555555556
265,0.71,Premium,E,SI1,61.8,59.0,2792,5.7,5.75,3.54,116.0235,0.991304347826087
36734,0.32,Ideal,E,VVS1,61.3,57.0,954,4.38,4.43,2.7,52.389179999999996,0.9887133182844244
42611,0.32,Ideal,H,VS2,62.1,56.0,505,4.37,4.42,2.73,52.731042,0.9886877828054299
52762,0.7,Premium,D,SI2,59.3,59.0,2562,5.79,5.74,3.42,113.66233199999999,1.0087108013937283
37232,0.4,Premium,E,VS2,60.7,60.0,975,4.75,4.7,2.87,64.07275,1.0106382978723405
21970,1.5,Premium,H,SI1,59.0,62.0,10038,7.39,7.31,4.56,246.33530399999998,1.0109439124487005
12662,1.26,Ideal,J,SI1,62.0,56.0,5301,6.9,6.93,4.29,205.13493,0.9956709956709958
8730,0.27,Good,E,VVS1,63.9,57.0,586,4.07,4.1,2.61,43.55307,0.9926829268292684
46048,0.53,Ideal,H,VS1,61.9,55.0,1731,5.18,5.21,3.22,86.900716,0.9942418426103646
41981,0.51,Ideal,D,SI2,61.9,56.0,1264,5.1,5.15,3.17,83.26005,0.9902912621359222
14786,1.09,Very Good,H,SI1,62.5,57.0,5950,6.49,6.54,4.07,172.749522,0.9923547400611621
9034,0.36,Ideal,H,VS2,61.0,57.0,587,4.59,4.63,2.81,59.717277,0.9913606911447084
52792,0.61,Very Good,G,VVS1,61.1,56.0,2569,5.47,5.5,3.35,100.78474999999999,0.9945454545454545
31548,0.3,Ideal,E,VVS2,62.3,57.0,766,4.29,4.32,2.68,49.66790400000001,0.9930555555555555
41678,0.5,Ideal,E,SI2,62.4,57.0,1240,5.07,5.03,3.15,80.331615,1.0079522862823063
51180,0.6,Ideal,G,VVS2,62.0,57.0,2347,5.41,5.46,3.37,99.545082,0.9908424908424909
27597,2.09,Premium,H,VS2,62.2,58.0,18443,8.17,8.12,5.06,335.6824239999999,1.0061576354679804
22389,2.02,Ideal,I,SI2,62.2,57.0,10412,8.06,7.99,4.99,321.353006,1.0087609511889863
45199,0.51,Premium,E,VS2,61.7,58.0,1656,5.12,5.15,3.17,83.58656,0.9941747572815534
4644,0.91,Premium,H,SI1,62.8,58.0,3669,6.16,6.13,3.86,145.756688,1.0048939641109298
47575,0.51,Ideal,G,VVS2,61.2,55.0,1875,5.15,5.18,3.16,84.29932000000001,0.9942084942084943
34574,0.31,Ideal,G,IF,61.9,56.0,871,4.33,4.35,2.68,50.47914,0.9954022988505749
35991,0.42,Ideal,G,VS1,61.9,56.0,921,4.77,4.82,2.97,68.284458,0.9896265560165973
9047,0.33,Very Good,F,SI1,60.9,54.0,588,4.47,4.52,2.73,55.15801199999999,0.9889380530973452
43347,0.51,Ideal,F,SI1,60.0,57.0,1406,5.25,5.21,3.14,85.88685,1.0076775431861804
48619,0.7,Very Good,H,SI2,61.5,63.0,1999,5.63,5.59,3.45,108.577365,1.0071556350626119
39803,0.35,Ideal,F,VVS1,61.3,55.0,1096,4.55,4.58,2.8,58.34919999999999,0.9934497816593886
5773,0.91,Ideal,E,SI2,61.5,56.0,3898,6.23,6.2,3.82,147.55132,1.0048387096774194
1720,0.32,Good,H,VS1,63.1,57.0,561,4.34,4.37,2.75,52.155950000000004,0.9931350114416475
18337,1.11,Ideal,E,VS2,62.2,56.0,7459,6.66,6.59,4.12,180.824328,1.0106221547799696
37280,0.3,Very Good,G,VS2,62.1,57.0,484,4.27,4.29,2.66,48.72667799999999,0.9953379953379953
43959,0.31,Premium,F,SI1,60.5,60.0,516,4.37,4.39,2.65,50.838395,0.9954441913439637
21860,1.23,Ideal,G,VVS2,62.2,56.1,9921,6.8,6.87,4.25,198.543,0.9898107714701601
10724,0.31,Premium,D,SI2,62.1,59.0,593,4.35,4.31,2.69,50.43346499999999,1.0092807424593968
33938,0.3,Ideal,J,VVS1,61.8,56.0,464,4.31,4.33,2.67,49.828340999999995,0.995381062355658
7124,0.97,Premium,H,SI1,61.9,60.0,4172,6.37,6.3,3.92,157.31352,1.011111111111111
12535,1.02,Ideal,D,SI1,62.3,56.0,5266,6.49,6.45,4.03,168.69781500000002,1.006201550387597
4486,0.83,Ideal,E,VS2,61.8,57.0,3625,6.04,6.03,3.73,135.851076,1.001658374792703
29297,0.31,Ideal,I,SI1,62.2,54.0,436,4.36,4.39,2.72,52.061888,0.9931662870159454
53639,0.3,Ideal,D,SI1,61.0,57.0,552,4.29,4.33,2.63,48.854091000000004,0.9907621247113164
30242,0.33,Ideal,E,VS2,61.5,57.0,723,4.41,4.47,2.73,53.815670999999995,0.9865771812080538
49880,0.7,Fair,H,SI1,64.5,59.0,2176,5.54,5.51,3.56,108.670424,1.0054446460980038
23666,1.65,Premium,D,SI2,61.6,58.0,11712,7.59,7.55,4.66,267.03897,1.005298013245033
24103,1.7,Very Good,H,VS2,61.8,59.0,12257,7.58,7.66,4.71,273.475788,0.9895561357702349
12806,1.14,Ideal,J,VS1,61.6,56.0,5339,6.71,6.73,4.14,186.955362,0.9970282317979197
35802,0.31,Very Good,F,IF,61.9,54.0,914,4.36,4.39,2.71,51.870484,0.9931662870159454
38723,0.41,Premium,H,VVS1,60.4,58.0,1043,4.79,4.85,2.91,67.60366499999999,0.9876288659793815
15746,1.0,Very Good,F,VS2,63.2,59.0,6296,6.35,6.3,4.0,160.01999999999998,1.007936507936508
3665,1.0,Fair,F,SI2,65.7,61.0,3443,6.13,6.11,4.02,150.566286,1.0032733224222585
8565,1.01,Very Good,G,SI2,62.1,60.0,4435,6.38,6.35,3.95,160.02635,1.004724409448819
11684,1.01,Fair,H,VS1,61.4,66.0,5062,6.34,6.24,3.87,153.10339199999999,1.016025641025641
14456,1.5,Good,H,SI2,57.3,62.0,5833,7.55,7.5,4.31,244.05374999999998,1.0066666666666666
22790,1.62,Premium,H,SI1,61.3,60.0,10813,7.48,7.53,4.6,259.09224,0.9933598937583001
7882,0.9,Fair,G,VS2,65.8,61.0,4309,5.99,5.96,3.93,140.30257200000003,1.00503355704698
53004,0.7,Premium,F,SI1,59.5,57.0,2596,5.81,5.79,3.45,116.057655,1.003454231433506
22828,1.01,Ideal,D,VVS2,61.1,57.0,10860,6.47,6.49,3.96,166.281588,0.9969183359013867
6058,0.32,Ideal,I,VS2,62.5,55.0,576,4.4,4.37,2.74,52.684720000000006,1.0068649885583525
5895,0.9,Fair,D,VS2,57.5,66.0,3931,6.3,6.25,3.61,142.14374999999998,1.008
6751,1.0,Good,F,SI2,65.7,62.0,4102,6.15,6.21,4.06,155.05749,0.9903381642512078
52795,0.7,Good,E,SI1,63.3,60.0,2569,5.56,5.59,3.53,109.71381199999999,0.9946332737030411
8393,0.5,Fair,F,I1,69.8,55.0,584,4.89,4.8,3.38,79.33536,1.01875
15138,1.19,Very Good,H,VS2,61.1,58.0,6086,6.81,6.83,4.17,193.956291,0.9970717423133235
18445,1.5,Premium,J,VS2,59.6,60.0,7503,7.38,7.31,4.38,236.29136399999996,1.009575923392613
22805,1.55,Premium,H,VS2,62.7,57.0,10827,7.42,7.36,4.63,252.84985600000002,1.0081521739130435
15078,1.06,Ideal,I,VS1,61.8,56.0,6060,6.5,6.57,4.05,172.95524999999998,0.989345509893455
763,0.7,Premium,E,VS2,61.4,59.0,2858,5.73,5.7,3.51,114.64010999999999,1.0052631578947369
10206,0.9,Ideal,H,SI1,61.6,56.0,4740,6.17,6.23,3.82,146.837362,0.9903691813804173
36296,0.34,Premium,H,SI1,62.1,59.0,477,4.46,4.5,2.78,55.794599999999996,0.991111111111111
13840,1.23,Premium,F,SI1,62.5,58.0,5641,6.83,6.76,4.25,196.2259,1.0103550295857988
53909,0.7,Very Good,E,SI1,61.2,57.0,2753,5.68,5.73,3.49,113.58693600000001,0.9912739965095985
44836,0.52,Very Good,E,VS2,61.5,58.0,1625,5.18,5.24,3.2,86.85824000000001,0.9885496183206106
52374,0.72,Very Good,H,SI1,60.3,55.0,2505,5.84,5.85,3.52,120.25727999999998,0.9982905982905983
34454,0.32,Ideal,I,IF,62.2,57.0,864,4.37,4.35,2.71,51.515744999999995,1.0045977011494254
49009,0.53,Ideal,G,VVS2,62.2,54.0,2051,5.22,5.17,3.23,87.16930199999999,1.0096711798839457
6773,0.9,Good,G,VS1,65.8,59.0,4108,6.0,6.04,3.96,143.5104,0.9933774834437086
16514,1.0,Ideal,E,VS2,61.6,57.0,6600,6.38,6.44,3.95,162.29444,0.9906832298136645
20589,1.74,Ideal,I,SI2,61.6,57.0,8896,7.67,7.74,4.75,281.98755,0.9909560723514211
4637,0.73,Very Good,F,VVS2,63.8,59.0,3669,5.69,5.72,3.64,118.47035199999999,0.9947552447552449
48294,0.54,Ideal,G,VS1,61.0,57.0,1957,5.25,5.28,3.21,88.9812,0.9943181818181818
29039,0.4,Good,E,SI1,63.7,57.0,687,4.66,4.69,2.98,65.12909200000001,0.9936034115138592
7443,0.9,Very Good,F,SI1,63.0,60.0,4232,6.09,6.13,3.85,143.727045,0.9934747145187602
14802,1.02,Premium,E,SI1,61.4,58.0,5956,6.48,6.45,3.97,165.93012000000004,1.0046511627906978
6884,1.09,Ideal,J,VS2,61.3,57.0,4131,6.63,6.61,4.06,177.92665799999997,1.0030257186081695
43065,0.45,Ideal,G,IF,61.0,57.0,1377,4.96,5.0,3.04,75.39200000000001,0.992
10990,1.02,Ideal,E,SI2,61.6,55.0,4912,6.52,6.46,4.0,168.4768,1.0092879256965943
15401,1.02,Premium,G,VS2,62.7,58.0,6169,6.45,6.4,4.03,166.35840000000002,1.0078125
37064,0.43,Premium,F,VS2,59.8,58.0,968,4.94,4.89,2.94,71.020404,1.0102249488752557
12792,1.2,Premium,F,SI2,62.5,59.0,5332,6.74,6.68,4.2,189.09744,1.0089820359281438
30483,0.31,Premium,D,SI1,60.0,61.0,732,4.43,4.41,2.65,51.771195,1.00453514739229
28862,0.31,Ideal,G,VS2,61.1,55.0,684,4.39,4.41,2.69,52.078131,0.9954648526077097
41272,0.28,Ideal,I,VS2,62.4,56.0,503,4.19,4.22,2.62,46.326316,0.9928909952606637
33174,0.43,Ideal,G,SI1,61.7,55.0,818,4.89,4.87,3.01,71.68104299999999,1.004106776180698
27731,2.08,Ideal,H,SI1,58.7,60.0,18760,8.36,8.4,4.92,345.50208000000003,0.9952380952380951
39674,0.42,Ideal,G,VS2,62.1,56.0,1087,4.84,4.79,2.99,69.318964,1.010438413361169
19619,1.07,Ideal,G,VVS2,62.4,55.6,8235,6.48,6.55,4.07,172.74708,0.9893129770992367
51378,0.7,Ideal,I,VVS2,62.1,56.0,2367,5.68,5.72,3.54,115.01318399999998,0.993006993006993
30900,0.41,Ideal,D,SI1,60.5,57.0,744,4.81,4.85,2.92,68.11921999999998,0.9917525773195877
13947,1.04,Premium,H,VS2,60.4,59.0,5674,6.51,6.66,3.98,172.559268,0.9774774774774774
6601,1.0,Very Good,F,SI2,62.9,59.0,4081,6.3,6.39,3.99,160.62543,0.9859154929577465
52851,0.7,Ideal,E,SI1,61.8,56.0,2576,5.72,5.68,3.52,114.36339199999999,1.0070422535211268
30912,0.34,Ideal,E,VS2,62.2,55.0,745,4.48,4.49,2.79,56.121408,0.9977728285077951
12901,1.06,Ideal,H,VS2,61.2,55.0,5373,6.61,6.57,4.03,175.013631,1.0060882800608828
18014,1.01,Premium,E,VS2,59.2,59.0,7287,6.67,6.6,3.93,173.00646,1.0106060606060607
45968,0.35,Very Good,J,SI1,63.3,56.0,526,4.53,4.5,2.86,58.301100000000005,1.0066666666666668
45866,0.32,Fair,F,VS2,59.6,60.0,1715,4.42,4.34,2.61,50.067108,1.0184331797235022
23192,2.0,Premium,F,SI2,60.6,62.0,11198,8.19,7.84,4.86,312.058656,1.0446428571428572
37091,0.41,Premium,E,SI1,61.3,58.0,969,4.8,4.76,2.93,66.94464,1.0084033613445378
33327,0.35,Ideal,D,SI1,63.0,57.0,827,4.52,4.46,2.83,57.050535999999994,1.013452914798206
21131,1.73,Very Good,I,SI2,62.0,58.0,9292,7.6,7.69,4.74,277.02456,0.9882964889466839
6005,1.01,Good,D,SI2,63.6,61.0,3959,6.35,6.33,4.03,161.987865,1.0031595576619272
31009,0.35,Premium,F,SI1,60.2,58.0,748,4.6,4.54,2.75,57.43099999999999,1.0132158590308369
9513,1.22,Good,J,SI1,63.8,57.0,4612,6.77,6.72,4.3,195.62591999999998,1.0074404761904763
37273,0.26,Ideal,H,VS1,62.2,54.0,482,4.09,4.11,2.55,42.865244999999994,0.9951338199513381
3968,1.19,Very Good,E,I1,60.2,61.0,3508,6.87,6.91,4.15,197.007555,0.9942112879884226
12228,1.0,Premium,F,SI1,62.7,59.0,5197,6.36,6.4,4.0,162.81600000000003,0.99375
33695,0.33,Ideal,G,VVS1,61.7,54.0,838,4.46,4.49,2.76,55.270103999999996,0.9933184855233852
11264,1.16,Ideal,G,SI2,61.9,56.0,4969,6.77,6.73,4.18,190.449578,1.0059435364041605
18301,1.47,Very Good,H,SI2,59.3,59.0,7438,7.34,7.39,4.37,237.04016199999998,0.993234100135318
46369,0.54,Premium,G,VS1,61.1,60.0,1760,5.28,5.23,3.21,88.64222400000001,1.0095602294455066
49490,0.7,Good,I,VS2,63.6,58.0,2117,5.59,5.57,3.55,110.533865,1.0035906642728905
24896,1.53,Ideal,E,SI1,61.2,58.0,13324,7.39,7.44,4.54,249.616464,0.993279569892473
27126,2.04,Very Good,I,VS2,60.3,59.0,17315,8.18,8.2,4.94,331.35544,0.9975609756097561
28515,0.32,Premium,I,IF,60.3,58.0,673,4.41,4.45,2.67,52.397415,0.9910112359550561
21730,1.31,Very Good,F,VS1,59.1,60.0,9797,7.13,7.18,4.23,216.54808200000002,0.9930362116991643
42010,0.59,Premium,H,SI1,61.9,59.0,1265,5.43,5.34,3.33,96.557346,1.0168539325842696
21379,0.34,Very Good,D,SI1,59.6,61.0,626,4.5,4.53,2.69,54.83565,0.9933774834437086
17183,1.0,Premium,E,VS2,61.8,62.0,6860,6.47,6.44,3.99,166.25053200000002,1.0046583850931676
41248,0.54,Ideal,H,SI2,61.2,56.0,1208,5.27,5.24,3.21,88.643508,1.0057251908396945
21203,1.57,Ideal,J,VVS2,61.4,57.0,9346,7.45,7.5,4.59,256.46625,0.9933333333333334
24621,1.51,Premium,G,VS1,62.4,60.0,12948,7.34,7.3,4.57,244.86974,1.0054794520547945
46835,0.67,Ideal,G,SI1,62.9,54.0,1809,5.63,5.6,3.53,111.29383999999999,1.0053571428571428
4483,0.61,Ideal,D,VVS1,62.3,54.0,3625,5.4,5.45,3.38,99.47340000000001,0.9908256880733946
30185,0.31,Ideal,E,VS1,61.2,55.0,722,4.4,4.43,2.7,52.628400000000006,0.9932279909706547
6269,1.04,Very Good,F,SI2,63.2,58.0,4013,6.39,6.34,4.02,162.860652,1.0078864353312302
25131,1.51,Good,G,VS1,63.1,60.0,13686,7.24,7.3,4.59,242.59067999999996,0.9917808219178083
52105,0.8,Very Good,F,SI2,61.0,60.0,2460,5.95,5.98,3.64,129.51484000000002,0.9949832775919732
7599,1.06,Good,E,SI2,58.8,61.0,4257,6.63,6.67,3.91,172.908411,0.9940029985007496
39312,0.33,Premium,D,VS2,61.1,56.0,1069,4.54,4.5,2.76,56.386799999999994,1.008888888888889
16195,1.07,Premium,G,VS2,60.5,56.0,6471,6.71,6.64,4.04,179.999776,1.010542168674699
6819,1.01,Ideal,I,VS1,62.9,56.0,4118,6.43,6.38,4.03,165.324302,1.0078369905956113
49433,0.73,Premium,H,SI1,62.2,57.0,2107,5.8,5.77,3.6,120.47759999999998,1.0051993067590987
6730,0.25,Premium,H,VVS1,59.8,59.0,577,4.09,4.07,2.44,40.616972,1.0049140049140048
49561,0.67,Very Good,G,VS2,59.4,59.4,2131,5.71,5.8,3.41,112.93238000000001,0.9844827586206897
50204,0.76,Premium,H,SI1,59.8,57.0,2227,5.93,5.91,3.54,124.06390200000001,1.003384094754653
16029,0.3,Very Good,I,VS1,63.4,54.0,608,4.32,4.29,2.73,50.594544000000006,1.006993006993007
43087,0.55,Very Good,E,SI1,63.2,58.0,1381,5.21,5.23,3.3,89.91938999999999,0.9961759082217972
50918,0.7,Very Good,D,SI1,62.5,63.0,2318,5.7,5.63,3.54,113.60214,1.0124333925399644
38636,0.31,Premium,I,VS1,60.8,59.0,489,4.37,4.41,2.67,51.455439000000005,0.9909297052154195
36023,0.35,Ideal,E,VS2,61.9,54.0,923,4.53,4.58,2.82,58.507668,0.9890829694323144
6008,0.97,Very Good,G,SI2,59.8,58.0,3960,6.38,6.42,3.83,156.875268,0.9937694704049844
19918,1.23,Ideal,G,VS1,61.8,57.0,8465,6.89,6.86,4.25,200.87795,1.0043731778425655
27139,1.67,Ideal,F,VS2,61.8,57.0,17351,7.62,7.58,4.7,271.47012,1.0052770448548813
30857,0.33,Premium,G,VS2,60.6,61.0,743,4.49,4.46,2.71,54.268834000000005,1.0067264573991033
32079,0.33,Ideal,D,VS2,61.8,56.0,781,4.45,4.48,2.76,55.023360000000004,0.9933035714285714
19546,1.2,Premium,G,VS1,58.4,61.0,8177,6.95,6.91,4.05,194.499225,1.0057887120115774
46757,0.61,Premium,G,VS2,63.0,58.0,1800,5.43,5.4,3.41,99.98802,1.0055555555555555
29557,0.4,Ideal,H,SI1,61.3,57.0,705,4.77,4.79,2.93,66.945519,0.9958246346555323
49898,0.72,Ideal,J,VS1,61.1,56.0,2177,5.84,5.82,3.56,121.00012799999999,1.0034364261168385
3409,0.3,Ideal,F,VS2,60.3,57.0,568,4.34,4.39,2.63,50.108337999999996,0.9886104783599089
41056,0.39,Ideal,G,IF,62.1,53.7,1189,4.67,4.71,2.91,64.007487,0.9915074309978769
5562,0.96,Ideal,G,SI2,61.7,57.0,3858,6.35,6.3,3.9,156.01949999999997,1.007936507936508
30762,0.25,Premium,E,VVS1,60.7,60.0,740,4.11,4.09,2.49,41.856651,1.0048899755501224
45764,0.5,Very Good,H,IF,61.3,60.0,1706,5.08,5.17,3.14,82.467704,0.9825918762088975
6602,1.0,Very Good,F,SI2,62.6,58.0,4081,6.31,6.37,3.97,159.572959,0.9905808477237048
12257,1.01,Ideal,E,SI1,61.6,57.0,5206,6.44,6.49,3.98,166.34648800000002,0.9922958397534669
5997,0.91,Premium,D,SI2,61.2,58.0,3958,6.21,6.25,3.81,147.875625,0.9936
9243,1.01,Ideal,H,SI1,62.4,53.0,4559,6.42,6.47,4.02,166.98034799999996,0.9922720247295209
4433,1.05,Fair,F,SI2,66.0,60.0,3615,6.3,6.22,4.13,161.83818,1.0128617363344052
38098,0.36,Ideal,E,VS2,61.9,56.0,1013,4.59,4.56,2.83,59.233032,1.006578947368421
33248,0.36,Very Good,F,VS1,60.1,59.0,825,4.62,4.66,2.78,59.851175999999995,0.9914163090128755
11377,0.34,Very Good,E,SI1,60.3,57.0,596,4.53,4.56,2.74,56.59963200000001,0.9934210526315791
3168,0.75,Ideal,F,SI1,61.8,56.0,3336,5.84,5.87,3.62,124.096496,0.9948892674616695
8110,1.13,Very Good,I,VS2,61.6,57.0,4348,6.73,6.78,4.16,189.818304,0.9926253687315635
25727,2.03,Very Good,E,SI2,63.1,56.0,14646,8.01,7.99,5.05,323.19949499999996,1.0025031289111388
51443,0.7,Premium,H,VS1,61.8,62.0,2375,5.69,5.63,3.5,112.12145000000001,1.0106571936056838
41427,0.51,Good,H,SI1,63.7,56.0,1227,5.1,5.07,3.24,83.77668,1.0059171597633134
52089,0.71,Ideal,E,SI2,61.9,56.0,2458,5.73,5.76,3.56,117.49708800000002,0.9947916666666667
22031,0.34,Ideal,H,SI1,62.6,56.0,628,4.48,4.46,2.8,55.94624,1.0044843049327354
19230,1.0,Ideal,D,VS1,62.4,55.0,7966,6.4,6.43,4.0,164.608,0.995334370139969
46516,0.66,Ideal,H,SI1,60.9,55.0,1780,5.63,5.7,3.45,110.71395000000001,0.987719298245614
51687,0.76,Ideal,I,SI1,61.6,54.0,2399,5.86,5.92,3.63,125.929056,0.9898648648648649
51645,0.31,Premium,G,VS2,62.2,59.0,544,4.3,4.35,2.69,50.316449999999996,0.9885057471264368
38539,0.34,Premium,D,VS2,59.3,58.0,1033,4.55,4.52,2.69,55.32254,1.0066371681415929
19246,1.37,Ideal,H,VS1,63.8,56.0,7979,7.01,6.98,4.46,218.226908,1.0042979942693409
12105,1.1,Premium,D,SI1,60.4,59.0,5166,6.66,6.69,4.03,179.55826200000004,0.9955156950672646
5829,0.92,Good,D,SI2,63.9,55.0,3916,6.14,6.09,3.91,146.205066,1.0082101806239736
4200,1.01,Very Good,F,SI2,63.4,60.0,3563,6.33,6.26,3.99,158.106942,1.011182108626198
52348,0.55,Ideal,E,VVS2,61.4,56.0,2499,5.28,5.31,3.25,91.11959999999999,0.9943502824858759
40031,0.41,Ideal,G,SI1,61.6,57.0,1110,4.77,4.81,2.95,67.683915,0.9916839916839917
4129,1.52,Premium,I,I1,61.2,58.0,3541,7.43,7.35,4.52,246.83945999999995,1.0108843537414967
47077,0.52,Ideal,D,VS2,61.8,56.0,1822,5.15,5.17,3.19,84.93534500000001,0.9961315280464218
23295,1.26,Ideal,E,VS1,61.2,56.0,11323,6.97,6.93,4.25,205.28392499999998,1.0057720057720059
50257,0.69,Fair,G,VS1,61.2,65.4,2235,5.58,5.64,3.42,107.63150399999999,0.9893617021276596
20596,1.66,Very Good,I,SI1,63.0,57.0,8901,7.45,7.5,4.71,263.17125,0.9933333333333334
45345,0.52,Very Good,D,VS2,63.6,59.0,1664,5.09,5.13,3.25,84.863025,0.9922027290448343
19603,1.4,Premium,H,SI1,62.2,58.0,8223,7.16,7.12,4.44,226.34764800000002,1.0056179775280898
32484,0.3,Ideal,F,VS1,61.8,55.0,795,4.32,4.36,2.68,50.47833600000001,0.9908256880733944
25901,2.8,Premium,I,SI2,61.1,59.0,15030,9.03,8.98,5.5,445.9917,1.0055679287305122
51436,0.55,Ideal,E,VVS2,61.9,56.0,2374,5.25,5.29,3.26,90.53835,0.9924385633270322
244,0.77,Good,F,SI1,64.2,52.0,2789,5.81,5.77,3.72,124.708164,1.0069324090121317
44251,0.51,Ideal,D,SI1,61.8,55.0,1574,5.15,5.11,3.17,83.42330500000001,1.0078277886497065
53535,0.72,Fair,E,VS2,64.4,59.0,2691,5.67,5.64,3.64,116.40283199999999,1.0053191489361704
20332,1.5,Ideal,I,SI1,64.2,59.0,8736,7.13,7.1,4.57,231.34711000000001,1.004225352112676
33450,0.32,Ideal,G,VS1,63.0,55.0,828,4.38,4.35,2.75,52.39574999999999,1.006896551724138
26570,2.4,Ideal,J,SI1,60.6,57.0,16274,8.62,8.76,5.26,397.1889119999999,0.9840182648401826
26138,2.26,Premium,H,SI2,61.3,60.0,15428,8.5,8.43,5.19,371.88945,1.0083036773428233
12738,1.11,Ideal,H,SI1,60.2,54.0,5315,6.82,6.7,4.07,185.97458000000003,1.017910447761194
15760,1.02,Premium,G,VS2,62.5,58.0,6301,6.41,6.46,4.02,166.462572,0.9922600619195047
38984,0.39,Premium,I,VVS1,61.5,59.0,1053,4.7,4.67,2.88,63.21312,1.006423982869379
50518,0.7,Premium,E,SI2,62.1,59.0,2273,5.65,5.63,3.5,111.33324999999999,1.0035523978685614
45635,0.25,Very Good,G,VVS1,63.0,54.0,525,4.02,4.04,2.54,41.251632,0.9950495049504949
19349,1.88,Good,J,SI2,57.9,59.0,8048,8.16,8.11,4.71,311.69649599999997,1.0061652281134403
704,0.91,Fair,J,VS2,64.4,62.0,2854,6.06,6.03,3.89,142.147602,1.0049751243781093
21754,1.5,Premium,H,SI1,61.0,60.0,9820,7.33,7.27,4.45,237.136495,1.0082530949105915
40053,0.38,Premium,E,VS2,59.2,60.0,1112,4.77,4.73,2.81,63.399501,1.0084566596194502
20373,0.31,Good,F,VS2,63.4,56.0,625,4.31,4.34,2.74,51.252796,0.9930875576036866
45548,0.51,Premium,D,SI1,62.3,57.0,1687,5.13,5.08,3.18,82.872072,1.0098425196850394
